Peptostreptococcus asaccharolyticus [TaxId: 1258]
Plasmodium falciparum [TaxId: 5836]
Jumping cucumber (Ecballium elaterium) [TaxId: 3679]
Bedbug (Cimex lectularius) [TaxId: 79782]
Vibrio cholerae [TaxId: 666]
Streptomyces sp. [TaxId: 1265536]
Chicken (Gallus gallus), brain-type [TaxId: 9031]
Picrophilus torridus [TaxId: 82076]
Huperzia serrata [TaxId: 355589]
Alpha proteobacterium [TaxId: 684719]
Cow (Bos taurus), alpha2 [TaxId: 9913]
Pseudo-nitzschia multiseries [TaxId: 37319]
Helicobacter cinaedi [TaxId: 213]
Acinetobacter baumannii [TaxId: 509173]
Tabernaemontana divaricata [TaxId: 52861]
Pinus koraiensis [TaxId: 88728]
Leishmania amazonensis [TaxId: 5659]
Human adenovirus type 3 [TaxId: 45659]
Duke (Dioclea guianensis) [TaxId: 99571]
Rhizobium sp. MTP-10005 [TaxId: 267998]
Human T-cell leukemia virus type 2 [TaxId: 11909]
Human (Homo sapiens), different isozymes [TaxId: 9606]
Acinetobacter baumannii [TaxId: 557600]
Streptococcus pyogenes [TaxId: 193567]
Trichomonas vaginalis, MGL2 [TaxId: 5722]
Horse (Equus caballus), milk [TaxId: 9796]
Lodderomyces elongisporus [TaxId: 379508]
Porcine parvovirus [TaxId: 10796]
Deinococcus radiodurans str. R1 (Deinococcus radiodurans R1) [TaxId: 243230]
Soybean (Glycine max), isozyme L3 [TaxId: 3847]
Ambystoma tigrinum [TaxId: 8305]
Human (Homo sapiens), cluster 1 [TaxId: 9606]
Camellia sinensis [TaxId: 4442]
Plasmodium vivax [TaxId: 5855]
Porphyromonas gingivalis [TaxId: 242619]
Stenotrophomonas maltophilia [TaxId: 40324]
Human rotavirus a [TaxId: 10941]
Dictyoglomus thermophilum [TaxId: 14]
South american rattlesnake (Crotalus durissus terrificus) [TaxId: 8732]
Vibrio fischeri [TaxId: 388396]
Blastochloris viridis [TaxId: 1079]
Bjerkandera adusta [TaxId: 5331]
Helicobacter pylori [TaxId: 85963]
Arthrobacter sp. [TaxId: 290399]
Enterococcus faecalis [TaxId: 565646]
Chaetomium thermophilum [TaxId: 759272]
Tribolium castaneum [TaxId: 7070]
Trametes versicolor, laccase 2 [TaxId: 5325]
Human immunodeficiency virus type 2 (isolate d194) [TaxId: 11713]
Perinereis brevicirris [TaxId: 6356]
Galaxea fascicularis [TaxId: 46745]
Pseudomonas mendocina [TaxId: 399739]
Human adenovirus 35 [TaxId: 10522]
Rheum palmatum [TaxId: 137221]
Arthrobacter sp. [TaxId: 168809]
Bacteriophage T4 [TaxId: 10665]
Mouse (Mus musculus), isozyme XIV [TaxId: 10090]
Baker's yeast (Saccharomyces cerevisiae), proteinase A [TaxId: 4932]
Horse (Equus caballus), equ c 1 [TaxId: 9796]
Human (Homo sapiens), ARL5A [TaxId: 9606]
Narrow-leaved blue lupine (Lupinus angustifolius) [TaxId: 3871]
Colwellia psychrerythraea [TaxId: 28229]
Lingulodinium polyedrum [TaxId: 160621]
Archaeoglobus fulgidus, AF-Sm2 [TaxId: 2234]
Streptomyces plicatus [TaxId: 1922]
Bifidobacterium longum, strain am101-2 [TaxId: 216816]
Human (Homo sapiens), E2 J2 [TaxId: 9606]
Mycobacterium avium [TaxId: 1764]
Jararaca (Bothrops jararaca), botrocetin [TaxId: 8724]
Bitis arietans [TaxId: 8692]
Carrot (Daucus carota) [TaxId: 4039]
Xanthomonas campestris pv. campestris [TaxId: 340]
Griffonia simplicifolia, lectin I-b4 [TaxId: 3850]
Helicobacter pylori [TaxId: 570508]
Cow (Bos taurus), isoform IIIb (D) [TaxId: 9913]
Clostridium botulinum [TaxId: 36826]
Streptomyces griseocarneus [TaxId: 51201]
Thermobifida fusca YX [TaxId: 269800]
Pteropus giganteus [TaxId: 143291]
Streptococcus agalactiae [TaxId: 216495]
Mouse (Mus musculus), cluster 1.2 [TaxId: 10090]
Thermotoga neapolitana [TaxId: 2337]
Bacteriophage phi-29 [TaxId: 10756]
Bullfrog (Rana catesbeiana), RNase6 [TaxId: 8400]
Chromohalobacter salexigens [TaxId: 158080]
Clostridium acidurici [TaxId: 1556]
Fusobacterium nucleatum [TaxId: 76857]
Common cattle grub (Hypoderma lineatum) [TaxId: 7389]
Thermus thermophilus [TaxId: 262724]
Pseudomonas cellulosa (Cellvibrio japonicus) [TaxId: 155077]
Piromyces rhizinflatus [TaxId: 73428]
Actinobacillus succinogenes [TaxId: 67854]
Caulobacter vibrioides [TaxId: 155892]
Streptomyces caeruleus [TaxId: 195949]
Mycobacterium marinum [TaxId: 1781]
Escherichia coli O157:H7 [TaxId: 83334]
Cryptosporidium parvum [TaxId: 5807]
Clostridium butyricum [TaxId: 1492]
Enterobacter cloacae [TaxId: 1045856]
Domestic duck (Anas platyrhynchos), delta-crystallin [TaxId: 8839]
Coral tree (Erythrina corallodendron) [TaxId: 3843]
Mycoplasma gallisepticum [TaxId: 1006581]
Micromonospora chalcea [TaxId: 1874]
Kaposi's sarcoma-associated herpesvirus, VMIP-II [TaxId: 37296]
Pichia angusta [TaxId: 4905]
Human rhinovirus 2 [TaxId: 12130]
Murine polyomavirus, strain small-plaque 16 [TaxId: 10634]
Ruegeria sp. [TaxId: 292414]
Cow (Bos taurus), isoform F [TaxId: 9913]
Shewanella amazonensis [TaxId: 326297]
Human (Homo sapiens), ARF6 [TaxId: 9606]
Agrobacterium vitis [TaxId: 373]
Haemophilus somnus [TaxId: 731]
Cyanobacterium (Nostoc sp.) pcc 7120 [TaxId: 1180]
Ectromelia virus [TaxId: 265874]
Streptococcus pneumoniae [TaxId: 488223]
Uncultured marine [TaxId: 56765]
Ornithoctonus hainana [TaxId: 209901]
Thale cress (Arabidopsis thaliana), peroxidase A2 [TaxId: 3702]
Antarctic bacterium DS2-3R [TaxId: 56673]
Rhodopseudomonas palustris [TaxId: 1076]
Human (Homo sapiens), NDK4 [TaxId: 9606]
Tomato (Lycopersicon esculentum) [TaxId: 4081]
Staphylococcus aureus [TaxId: 158878]
Haemophilus influenzae [TaxId: 281310]
Clostridium cochlearium [TaxId: 1494]
Actinomyces urogenitalis [TaxId: 525246]
Bacillus sp., strain YM-1 [TaxId: 1409]
Zucchini (Cucurbita pepo var. medullosa) [TaxId: 3663]
Enterococcus faecalis [TaxId: 1351]
Francisella tularensis [TaxId: 401614]
Mouse (Mus musculus), cluster 1.1 [TaxId: 10090]
Trema tomentosa [TaxId: 3480]
Candida glabrata [TaxId: 5478]
Nostoc punctiforme [TaxId: 272131]
Bacillus brevis [TaxId: 1393]
Pseudomonas cellulosa [TaxId: 155077]
Leptotrichia buccalis [TaxId: 523794]
Corynebacterium diphtheriae [TaxId: 257309]
Listeria monocytogenes [TaxId: 176281]
Physcomitrella patens [TaxId: 145481]
Clostridium pasteurianum [TaxId: 1501]
Francisella tularensis [TaxId: 393115]
Creeping white clover (Trifolium repens) [TaxId: 3899]
Ixodes scapularis [TaxId: 6945]
Lactobacillus confusus [TaxId: 1583]
Yaba-like disease virus, YLDV [TaxId: 132475]
Jeotgalicoccus sp. [TaxId: 946435]
Baker's yeast (Saccharomyces cerevisiae), kex1(delta)p [TaxId: 4932]
Halys viper (Agkistrodon halys) [TaxId: 8714]
Bacillus clarkii [TaxId: 79879]
Enterobacter cloacae [TaxId: 716541]
Thermotoga petrophila [TaxId: 390874]
Salmonella bacteriophage P22 [TaxId: 10754]
Pseudomonas fluorescens [TaxId: 216595]
Geobacter sulfurreducens [TaxId: 35554]
Bacteriophage P21 [TaxId: 10711]
Bacillus circulans, different strains [TaxId: 1397]
Trypanosoma rangeli [TaxId: 5698]
Human immunodeficiency virus type 1 [TaxId: 11676]
Bacillus cereus [TaxId: 1396]
Salmonella enterica [TaxId: 909946]
TYMV (Turnip yellow mosaic virus) [TaxId: 12154]
Alvinella pompejana [TaxId: 6376]
Pontellina plumata [TaxId: 239963]
Rhodoferax ferrireducens [TaxId: 338969]
Centruroides sculpturatus, beta [TaxId: 218467]
Maize (Zea mays) [TaxId: 76912]
Cow (Bos taurus), alpha1 [TaxId: 9913]
Clostridium aminobutyricum [TaxId: 33953]
Hypocrea schweinitzii [TaxId: 36924]
Burkholderia phymatum [TaxId: 391038]
Influenza A virus (a/northern pintail/washington/40964/2014(h5n2)) [TaxId: 1589662]
Acidianus filamentous virus 1 [TaxId: 235266]
Clostridium thermocellum [TaxId: 203119]
Trypanosoma vivax [TaxId: 5699]
Centruroides sculpturatus, variant 1 [TaxId: 218467]
Elephant shrew (Elephantulus edwardii) [TaxId: 28737]
Cow (Bos taurus), isoform II (B) [TaxId: 9913]
Human (Homo sapiens), variant H2A.Z [TaxId: 9606]
Providencia stuartii [TaxId: 588]
Cow (Bos taurus), caudal spinal root myelin [TaxId: 9913]
Mycobacterium abscessus [TaxId: 561007]
Burkholderia cenocepacia [TaxId: 350702]
Dengue virus 4 [TaxId: 408688]
Anaerococcus prevoti [TaxId: 525919]
Corynebacterium glutamicum [TaxId: 196627]
African malaria mosquito (Anopheles gambiae) [TaxId: 7165]
Fungus (Aspergillus niger), endo-polygalacturonase II [TaxId: 5061]
Escherichia coli [TaxId: 217992]
Pseudomonas sp. WBC-3 [TaxId: 165468]
Iris hollandica [TaxId: 35876]
Paracoccus denitrificans [TaxId: 318586]
Chromatium vinosum [TaxId: 1049]
Bacillus licheniformis [TaxId: 1402]
Dengue virus 1 [TaxId: 11053]
Paenibacillus polymyxa [TaxId: 1406]
Serendipity berry (Dioscoreophyllum cumminsii) [TaxId: 3457]
Maize (Zea mays), type III [TaxId: 4577]
Rhinovirus c [TaxId: 463676]
Human immunodeficiency virus type 1 [TaxId: 11678]
Bacillus subtilis [TaxId: 1423]
Colocasia esculenta [TaxId: 4460]
Bacillus sp., strain b0618 [TaxId: 1409]
Clostridium sporogenes [TaxId: 1509]
Cryphonectria parasitica [TaxId: 5116]
Environmental samples [TaxId: 33858]
Wu polyomavirus [TaxId: 440266]
Shewanella massilia [TaxId: 76854]
Uncultured murine [TaxId: 314099]
Heterobasidion annosum [TaxId: 13563]
Rhizopus niveus [TaxId: 4844]
Streptomyces coelicolor, A3(2) [TaxId: 1902]
Norwalk virus [TaxId: 524364]
Gymnema sylvestre [TaxId: 4068]
Streptomyces sp. s38, xyl1 [TaxId: 181109]
Streptomyces olivochromogenes [TaxId: 1963]
Fusarium oxysporum [TaxId: 1089458]
Ashbya gossypii [TaxId: 284811]
Acinetobacter haemolyticus [TaxId: 29430]
Mouse (Mus musculus), cluster 7.2 [TaxId: 10090]
Clostridium tetani [TaxId: 1513]
Salinibacter ruber [TaxId: 309807]
Aspergillus oryzae, Taka-amylase [TaxId: 5062]
Vibrio cholerae [TaxId: 243277]
Trypanosoma brucei brucei [TaxId: 5702]
Jannaschia sp. CCS1 [TaxId: 290400]
Thermoanaerobacterium saccharolyticum [TaxId: 28896]
Pseudomonas phage Pf3 [TaxId: 10872]
Streptomyces sp. [TaxId: 862751]
Clostridium tetanomorphum [TaxId: 1553]
Enterovirus a71 [TaxId: 39054]
Brucella abortus [TaxId: 430066]
Funnel-web spider (Hadronyche versuta) [TaxId: 6904]
Homo sapiens/mus [TaxId: 1383439]
Aspergillus fumigatus [TaxId: 746128]
Cladosporium herbarum [TaxId: 29918]
Moraxella sp. [TaxId: 479]
Azospirillum brasilense [TaxId: 192]
Thalictrum flavum [TaxId: 150095]
Bdellovibrio bacteriovorus [TaxId: 959]
Human (Homo sapiens), cluster 2 [TaxId: 9606]
Triatomine bug (Triatoma pallidipennis) [TaxId: 30077]
Hypericum kouytchense [TaxId: 269000]
Flavobacterium johnsoniae [TaxId: 376686]
Agrobacterium radiobacter [TaxId: 358]
Bovine leukemia virus [TaxId: 11901]
Habu (Trimeresurus flavoviridis), Trimerelysin II [TaxId: 88087]
Hedge bindweed (Calystegia sepium) [TaxId: 47519]
Kuruma prawn (Marsupenaeus japonicus) [TaxId: 27405]
Solanum habrochaites [TaxId: 62890]
Methylacidiphilum infernorum [TaxId: 481448]
Xanthomonas campestris [TaxId: 190485]
Simian immunodeficiency virus [TaxId: 388909]
Alicyclobacillus sendaiensis, kumamolisin-as [TaxId: 192387]
Rotavirus a [TaxId: 10930]
Soybean (Glycine max), proglycinin [TaxId: 3847]
Eastern cottonmouth snake (Agkistrodon piscivorus piscivorus) [TaxId: 8716]
Burkholderia lata [TaxId: 482957]
Staphylococcus phage [TaxId: 12360]
PHMV (Physalis mottle virus) [TaxId: 72539]
Duckbilled platypus (Ornithorhynchus anatinus), DLP-1 [TaxId: 9258]
Heligmosomoides polygyrus [TaxId: 6339]
Calothrix sp. pcc 7601, RcpB [TaxId: 1188]
Glossoscolex paulistus [TaxId: 1046353]
Pseudomonas sp., sedolisin [TaxId: 306]
Populus tremula [TaxId: 80863]
Human (Homo sapiens), TGase E3 [TaxId: 9606]
Tetradium ruticarpum [TaxId: 354523]
Bacteriophage FR [TaxId: 12017]
Bifidobacterium longum [TaxId: 759350]
Rickettsia conorii [TaxId: 272944]
Lactococcus lactis phage p2 [TaxId: 100641]
Human adenovirus 52 [TaxId: 332179]
Neotyphodium lolii [TaxId: 73839]
Brucella abortus [TaxId: 359391]
Streptomyces halstedii [TaxId: 1944]
Clarkia breweri [TaxId: 36903]
Amycolatopsis mediterranei [TaxId: 33910]
Staphylococcus epidermidis [TaxId: 176280]
Paramecium bursaria chlorella virus il3a [TaxId: 46019]
Mouse (Mus musculus), cluster 5 [TaxId: 10090]
Odocoileus hemionus [TaxId: 9872]
Leptospira interrogans [TaxId: 1291351]
Human (Homo sapiens), HLA-B35 [TaxId: 9606]
Asian elephant (Elephas maximus) [TaxId: 9783]
Helleborus purpurascens [TaxId: 171899]
Agrobacterium tumefaciens, Dps [TaxId: 358]
Pseudonocardia autotrophica [TaxId: 2074]
Pseudomonas sp. [TaxId: 95619]
White-rot fungus (Peniophora sp. SG) [TaxId: 204723]
Pseudomonas fluorescens Pf-5 [TaxId: 220664]
Yellow baboon (Papio cynocephalus) [TaxId: 9556]
Pseudomonas putida [TaxId: 303]
Human (Homo sapiens), cluster 3.1 [TaxId: 9606]
Escherichia coli, KpsU [TaxId: 562]
Clostridium thermocellum [TaxId: 1094188]
Acanthamoeba castellanii, actophorin [TaxId: 5755]
Talaromyces emersonii [TaxId: 68825]
Centruroides sculpturatus, variant V [TaxId: 218467]
Ribgrass mosaic virus [TaxId: 51680]
Corynebacterium ammoniagenes [TaxId: 1697]
Acetobacter aceti [TaxId: 435]
Marinobacter hydrocarbonoclasticus [TaxId: 2743]
Baker's yeast (Saccharomyces cerevisiae), ubc4 [TaxId: 4932]
Desulfoarculus baarsii (Desulfovibrio baarsii) [TaxId: 887]
Osage orange (Maclura pomifera) [TaxId: 3496]
Rous sarcoma virus [TaxId: 11886]
Flaveria trinervia [TaxId: 4227]
Rhodobacter capsulatus [TaxId: 1061]
Hemiselmis virescens [TaxId: 77927]
Listeria innocua [TaxId: 1642]
Scorpion (Centruroides margaritatus) [TaxId: 29018]
Influenza A virus h6n1 subtype [TaxId: 119212]
Desulfovibrio desulfuricans, strain 27774 [TaxId: 876]
Penicillium minioluteum [TaxId: 28574]
Bacteriophage P4 [TaxId: 10680]
Freesia hybrid [TaxId: 867926]
Scorpion (Opisthacanthus madagascariensis) [TaxId: 167108]
Cellvibrio cellulosa [TaxId: 155077]
Desulfitobacterium hafniense [TaxId: 49338]
Pyrococcus horikoshii [TaxId: 70601]
Saw-scaled viper (Echis carinatus) [TaxId: 40353]
Monkey (Saimiri boliviensis) [TaxId: 27679]
Rhodospirillum molischianum [TaxId: 1083]
Legionella fallonii [TaxId: 96230]
Clostridium absonum [TaxId: 29369]
Sporosarcina pasteurii [TaxId: 1474]
Hyla annectans [TaxId: 317325]
Clostridium difficile [TaxId: 1496]
Yellow jacket (Vespula vulgaris), Ves v 5 [TaxId: 7454]
Granulicella tundricola [TaxId: 940615]
Adineta vaga [TaxId: 104782]
Clostridium sticklandii [TaxId: 1511]
Spruce budworm (Choristoneura fumiferana), 5-turn isoforms [TaxId: 7141]
Flavobacterium okeanokoites [TaxId: 244]
Thale cress (Arabidopsis thaliana), mitochondrial isoform [TaxId: 3702]
Hydrogenobacter thermophilus [TaxId: 940]
Mosquito (Anopheles dirus b), isozyme 1-6 [TaxId: 123217]
Actinidia deliciosa [TaxId: 3627]
AcMNPV (Autographa californica nuclear polyhedrosis virus) [TaxId: 46015]
Chaetopterus variopedatus [TaxId: 34590]
Synechococcus phage [TaxId: 445686]
Bacillus sp. AR9 [TaxId: 301298]
Azotobacter vinelandii [TaxId: 354]
Human papillomavirus type 18 [TaxId: 333761]
Enterobacter sp. [TaxId: 399742]
Thermus thermophilus [TaxId: 798128]
Mouse (Mus musculus), cluster 7.3 [TaxId: 10090]
Human (Homo sapiens), ARF4 [TaxId: 9606]
Human (Homo sapiens), delta-chain [TaxId: 9606]
Vipera ammodytes [TaxId: 73841]
Vicugna pacos [TaxId: 30538]
Bacillus sp. 1011, alkaliphilic [TaxId: 1410]
Fungus (Filobasidiella neoformans) [TaxId: 5207]
Sudan ebolavirus [TaxId: 186540]
Pseudechis australis [TaxId: 8670]
Lactobacillus salivarius [TaxId: 362948]
Acipenser stellatus [TaxId: 7903]
Pseudomonas putida, hk5 [TaxId: 303]
Cricetulus migratorius [TaxId: 10032]
Leptospira biflexa [TaxId: 355278]
Migratory locust (Locusta migratoria) [TaxId: 7004]
Geobacillus thermodenitrificans [TaxId: 420246]
Pseudomonas aeruginosa UCBPP-PA14 [TaxId: 208963]
Thermus thermophilus [TaxId: 300852]
Fusarium moniliforme [TaxId: 117187]
Funnel-web spider (Atrax robustus) [TaxId: 6903]
Pineapple (Ananas comosus) [TaxId: 4615]
Pseudoalteromonas haloplanktis [TaxId: 326442]
Shigella flexneri [TaxId: 198214]
Thiobacillus ferrooxidans [TaxId: 920]
Human enterovirus 71 [TaxId: 39054]
Sars coronavirus [TaxId: 228330]
Baker's yeast (Saccharomyces cerevisiae), pII [TaxId: 4932]
Hepatitis C virus isolate hc-j6 [TaxId: 11113]
Thermosphaera aggregans [TaxId: 54254]
Streptomyces griseus [TaxId: 1911]
Sphaerobacter thermophilus [TaxId: 479434]
Prosthecochloris aestuarii, strain 2k [TaxId: 1102]
Mycobacterium fortuitum [TaxId: 1214102]
Acipenser persicus [TaxId: 61968]
Streptomyces griseolus [TaxId: 1909]
Necator americanus [TaxId: 51031]
Bordetella parapertussis [TaxId: 257311]
Geobacillus stearothermophilus [TaxId: 1422]
Phaeodactylum tricornutum [TaxId: 2850]
Bacillus brevis, Dps [TaxId: 1393]
Human (Homo sapiens), cluster 3 [TaxId: 9606]
Yeast (Saccharomycopsis fibuligera) [TaxId: 4944]
Phascolopsis gouldii [TaxId: 6442]
Hahella chejuensis [TaxId: 349521]
Arthrobacter aurescens [TaxId: 290340]
Schizosaccharomyces pombe 972h- [TaxId: 284812]
Pseudomonas syringae [TaxId: 223283]
Streptomyces sp., K15 [TaxId: 1931]
Marburg virus [TaxId: 33727]
Psychrobacter arcticus 273-4 [TaxId: 259536]
Nocardiopsis sp. F96 [TaxId: 221582]
Aspergillus fumigatus [TaxId: 451804]
Clostridium cellulovorans [TaxId: 1493]
Pseudomonas sp., strain ACP [TaxId: 306]
Staphylococcus aureus, (strain Mu50 / ATCC 700699) [TaxId: 1280]
Ideonella sakaiensis [TaxId: 1547922]
Maize (Zea mays), leaf isoform [TaxId: 4577]
Phytophthora cryptogea [TaxId: 4786]
Mouse (Mus musculus), ccl20/mip-3a [TaxId: 10090]
Human (Homo sapiens), E2 M [TaxId: 9606]
Silicibacter pomeroyi [TaxId: 246200]
Clostridium cellulolyticum, atcc 35319 [TaxId: 1521]
Daphnia pulex [TaxId: 6669]
Clostridium thermocellum, XynZ [TaxId: 1515]
Aeromonas hydrophila [TaxId: 380703]
Bacillus caldotenax [TaxId: 1395]
Rhodopseudomonas palustris [TaxId: 258594]
Human (Homo sapiens), CD1a [TaxId: 9606]
Gibberella zeae [TaxId: 229533]
Syntrophus aciditrophicus [TaxId: 56780]
Ancylostoma ceylanicum [TaxId: 53326]
Spider (Selenocosmia hainana) [TaxId: 209901]
Micromonospora chersina [TaxId: 47854]
Oleispira antarctica [TaxId: 188908]
Modoc virus [TaxId: 64300]
Bk polyomavirus [TaxId: 10629]
Parabacteroides merdae [TaxId: 411477]
Pycnoporus cinnabarinus [TaxId: 5643]
Thermoanaerobacter tengcongensis [TaxId: 119072]
Rhodococcus sp. RHA1 [TaxId: 101510]
Adeno-associated virus - 8 [TaxId: 202813]
Human immunodeficiency virus type 2 (isolate ghana-1) [TaxId: 11717]
Rubber tree (Hevea brasiliensis), hevb8 [TaxId: 3981]
Staphylococcus aureus [TaxId: 418127]
Zoarces viviparus [TaxId: 48416]
Legionella pneumophila [TaxId: 933093]
Sand viper (Vipera ammodytes meridionalis), vipoxin catalytic subunit [TaxId: 8704]
Brucella melitensis [TaxId: 520466]
Cucumber (Cucumis sativus) [TaxId: 3659]
Coprinus cinereus
Neisseria meningitidis [TaxId: 122586]
Measles virus [TaxId: 11234]
Penicillium funiculosum [TaxId: 28572]
Mammuthus primigenius [TaxId: 37349]
Halobacterium salinarum [TaxId: 2242]
Dog (Canis familiaris), milk [TaxId: 9615]
Thermus thermophilus, AspRS-1 [TaxId: 274]
Rhodococcus sp. ncimb12038 [TaxId: 92694]
Human (Homo sapiens), IV-7 variant [TaxId: 9606]
Human parainfluenza virus type 3 [TaxId: 11216]
Erwinia rhapontici [TaxId: 55212]
Human (Homo sapiens), HLA-DQ6 [TaxId: 9606]
Soybean (Glycine max), beta-conglycinin alpha prime subunit [TaxId: 3847]
Cytophaga hutchinsonii [TaxId: 269798]
Mouse (Mus musculus), MBD5 [TaxId: 10090]
Vibrio parahaemolyticus [TaxId: 419109]
Sphingomonas paucimobilis [TaxId: 13689]
Human (Homo sapiens), ubc2b [TaxId: 9606]
Kunjin virus [TaxId: 11077]
Habu snake (Trimeresurus flavoviridis), flavocetin-A [TaxId: 88087]
Penicillium cyclopium [TaxId: 60167]
Streptococcus mutans
Mouse (Mus musculus), cluster 3.3 [TaxId: 10090]
Lachancea thermotolerans [TaxId: 381046]
Alteromonas macleodii [TaxId: 28108]
Bacillus polymyxa [TaxId: 1406]
Cartilaginous fish akaei (Dasyatis akajei) [TaxId: 31902]
Influenza A virus (a/lima/wrair1695p/2009(h1n1)) [TaxId: 985958]
Conus tulipa, T VIIa [TaxId: 6495]
Human (Homo sapiens), s100a13 [TaxId: 9606]
Desulfovibrio fructosovorans [TaxId: 878]
House dust mite (Dermatophagoides farinae) [TaxId: 6954]
Medicago truncatula [TaxId: 3880]
Shigella flexneri [TaxId: 623]
Guinea fowl (Numida meleagris) [TaxId: 8996]
Lycopersicon hirsutum [TaxId: 283673]
Alcaligenes faecalis [TaxId: 511]
Thermoactinomyces vulgaris, TVAI [TaxId: 2026]
Giant green sea anemone (Anthopleura xanthogrammica) [TaxId: 6112]
Chlorocebus sabaeus [TaxId: 60711]
Eleusine coracana, seeds [TaxId: 4511]
Pseudomonas sp. [TaxId: 1007495]
Mesorhizobium sp. [TaxId: 266779]
Turkey (Meleagris gallopavo) [TaxId: 9103]
Bacteriophage 434 [TaxId: 10712]
Zobellia galactanivorans [TaxId: 63186]
Vibrio sp. [TaxId: 344879]
Human (Homo sapiens), mitochondria [TaxId: 9606]
Trypanosoma brucei [TaxId: 31286]
Scorpion (Tityus serrulatus) [TaxId: 6887]
Human coxsackievirus a16 [TaxId: 31704]
Bothrops asper [TaxId: 8722]
Soybean (Glycine max), PI-II [TaxId: 3847]
Dogfish (Squalus acanthias) [TaxId: 7797]
Ceriporiopsis subvermispora [TaxId: 42742]
Influenza A virus (a/equine/richmond/1/2007)(h3n8)) [TaxId: 560387]
Yellow fever mosquito (Aedes aegypti) [TaxId: 7159]
Cellvibrio japonicus [TaxId: 498211]
Bradyrhizobium elkanii [TaxId: 29448]
Fungus (Aspergillus oryzae) [TaxId: 5062]
Cow (Bos taurus), mitochondrial izozyme-3 [TaxId: 9913]
Ciliate (Paramecium tetraurelia) [TaxId: 5888]
Nonomuraea recticatena [TaxId: 46178]
Sorangium cellulosum [TaxId: 56]
Escherichia coli [TaxId: 469008]
Cow (Bos taurus), heart isoform t1 [TaxId: 9913]
Corallococcus coralloides [TaxId: 184914]
Llama (Lama glama) [TaxId: 9844]
Marinobacter hydrocarbonoclasticus [TaxId: 351348]
Fungus (Fusarium sp.) [TaxId: 29916]
